Name,Department,CGPA,Contact Number,College Email,B.Tech Score,Interest Area
William Evans,ME,10,7921686788,william22@college.edu,74,Cloud Computing
Ryan Martin,CE,10,9868529905,ryan48@college.edu,66,AI
Kayla Orozco,ME,8,8664611806,kayla88@college.edu,53,Cybersecurity
Crystal Rhodes,ECE,8,8347449901,crystal28@college.edu,70,ML
Mr. Timothy Ellis,ME,6,9266789256,mr.35@college.edu,73,ML
Joshua Knapp,ECE,8,9607799151,joshua61@college.edu,98,ML
Rebekah Garcia,ECE,8,9295360455,rebekah45@college.edu,50,IoT
Christine Townsend,ME,9,8313979871,christine90@college.edu,52,Cybersecurity
William Cross,IT,10,9024246480,william51@college.edu,68,ML
Joseph Duffy,CE,6,6199394005,joseph37@college.edu,60,Data Science
Ryan Ritter,CE,10,7045412586,ryan16@college.edu,61,ML
Chad Strickland,ECE,8,8127302920,chad17@college.edu,66,IoT
Nicole Robinson,IT,6,8747026931,nicole27@college.edu,69,Cybersecurity
Anne Keller,ME,9,9651700986,anne80@college.edu,50,Data Science
Susan Gray,ECE,8,9459577534,susan36@college.edu,77,Cybersecurity
John Tucker,ECE,8,9859238455,john92@college.edu,62,AI
Alice West,CE,7,6460378229,alice88@college.edu,58,Cloud Computing
Charles Ellis,ME,8,6182797129,charles16@college.edu,77,ML
Scott Simpson,ECE,6,8866965911,scott27@college.edu,77,AI
Michelle Barnes,ECE,6,8480444395,michelle17@college.edu,96,AI
Ariel Carlson,CSE,8,7697846803,ariel92@college.edu,55,Cybersecurity
Richard Burke,ME,8,9827801362,richard26@college.edu,90,IoT
Samuel Martinez,ME,8,8878654767,samuel95@college.edu,71,AI
Darin Blanchard,CSE,7,7914692361,darin80@college.edu,70,Data Science
Karen Moore,CE,10,8046671998,karen26@college.edu,81,Cloud Computing
Mr. Joel Rivera,ECE,9,9862141591,mr.59@college.edu,50,Data Science
Jacob Myers,ME,8,9127853769,jacob88@college.edu,50,Cybersecurity
Margaret Price,ECE,9,6291200406,margaret63@college.edu,90,Data Science
Dean Frost,IT,9,8863392702,dean57@college.edu,71,Data Science
Ivan Beck,IT,9,9055260653,ivan79@college.edu,75,Cloud Computing
Kelly Garcia MD,CSE,6,6310661666,kelly62@college.edu,61,Data Science
Jessica Vasquez,CE,10,8161871913,jessica44@college.edu,87,IoT
Kendra Marshall,CE,7,8248723965,kendra45@college.edu,63,Data Science
Eric Stephens,CE,10,9047976075,eric42@college.edu,64,Data Science
Chad Todd,IT,7,8239613625,chad85@college.edu,85,Cybersecurity
Crystal Douglas,ECE,9,9239602237,crystal36@college.edu,78,Cybersecurity
Philip Byrd,IT,10,9875217056,philip82@college.edu,95,Cloud Computing
David Bean,ME,6,8782282889,david24@college.edu,75,Cybersecurity
Natalie Henderson,IT,10,7887897875,natalie74@college.edu,79,Cloud Computing
Samantha Thomas,CSE,7,7109144096,samantha10@college.edu,77,Cloud Computing
Donna Garcia,CE,10,6222868377,donna49@college.edu,60,Cloud Computing
Michelle Davis,ECE,8,6446820255,michelle42@college.edu,73,AI
Jenna Evans,ECE,9,9353743130,jenna29@college.edu,79,Data Science
Brandi Steele,ECE,10,6957923541,brandi83@college.edu,54,Data Science
Kimberly Duffy,CE,6,8412262506,kimberly89@college.edu,72,Data Science
Joseph Garcia,CE,6,6482841870,joseph29@college.edu,94,Cybersecurity
Veronica Russo,CSE,8,9154609396,veronica38@college.edu,64,Cybersecurity
John Morris,CE,7,9733707793,john55@college.edu,77,ML
Edward Daugherty,CE,7,9303609315,edward95@college.edu,65,Data Science
Carl Woodward,ME,9,6680450005,carl88@college.edu,69,AI
Valerie Douglas,CSE,7,7816510756,valerie75@college.edu,61,Data Science
Phyllis Stokes,CSE,10,9913134005,phyllis28@college.edu,76,Cloud Computing
Tracy Hartman,ME,10,6854912012,tracy90@college.edu,73,Data Science
Susan Owens,CSE,7,6742344757,susan55@college.edu,96,AI
David Evans,IT,10,8690134703,david47@college.edu,54,Cloud Computing
Cody Hurst,ME,8,6148188820,cody80@college.edu,52,Cybersecurity
Mark Carter,CE,6,7629925601,mark85@college.edu,99,IoT
Carla Estrada,IT,10,8741873039,carla99@college.edu,94,Data Science
Alexis Jennings,IT,6,9578303324,alexis38@college.edu,50,IoT
Katie Singh DDS,ECE,6,8706251864,katie89@college.edu,80,AI
Mr. John Fleming,ME,8,6024636082,mr.22@college.edu,89,Cloud Computing
Kristen Beck,ME,7,9585899851,kristen96@college.edu,96,Data Science
David Anderson,IT,6,7255173072,david84@college.edu,80,ML
Christopher Wells,ME,9,7203206440,christopher78@college.edu,100,IoT
Todd Scott,IT,8,7498852958,todd88@college.edu,83,Cybersecurity
Kimberly Jones,ECE,6,6763669529,kimberly33@college.edu,97,AI
Diana Curtis,IT,6,7618285663,diana59@college.edu,100,AI
Gabrielle Costa,ME,6,9762391193,gabrielle79@college.edu,100,Cloud Computing
Judy Rodriguez,CSE,10,8063219835,judy21@college.edu,68,Cloud Computing
Ms. Diana Wallace,CSE,9,7011774054,ms.86@college.edu,71,Cybersecurity
Alicia Bass,ME,10,7554948721,alicia57@college.edu,81,IoT
Marcus Santos,CSE,10,7250062815,marcus80@college.edu,52,IoT
David Collins,CSE,8,8933652911,david25@college.edu,53,IoT
Becky Acosta,ME,9,9377813104,becky94@college.edu,56,IoT
Kristopher Flores,CE,7,6972532736,kristopher64@college.edu,54,Cybersecurity
William Thomas,CE,7,6950713607,william65@college.edu,53,AI
Robert Clark,CSE,8,6834783366,robert40@college.edu,63,ML
Madeline Rice,CE,10,6956940481,madeline67@college.edu,83,ML
Diana Contreras,ME,10,7198401518,diana33@college.edu,71,Cybersecurity
Mr. Jerome Snyder,CE,8,7647773744,mr.35@college.edu,62,Cloud Computing
Johnny Morrison,ECE,6,7515814519,johnny46@college.edu,53,IoT
Kimberly Turner,ECE,7,8647376759,kimberly12@college.edu,71,Cloud Computing
Justin Bright,ME,7,9959102074,justin87@college.edu,50,Cloud Computing
Brittany Lee,ME,8,8085775707,brittany97@college.edu,70,AI
Jessica Friedman,CE,9,7923641807,jessica36@college.edu,60,IoT
Christopher Moreno,CE,9,8078773295,christopher64@college.edu,80,ML
Jessica Wright,IT,7,8696440854,jessica15@college.edu,51,ML
Paul Carter,IT,8,8994355155,paul64@college.edu,58,IoT
Ashley Maldonado,ME,10,7064672745,ashley61@college.edu,73,Cloud Computing
William Gardner,ECE,7,6410766821,william64@college.edu,80,Data Science
Kristen Williams,ME,6,8583957673,kristen65@college.edu,73,Data Science
Gregory Crawford,ECE,6,9928112924,gregory66@college.edu,82,Cloud Computing
Derek Robinson,CE,6,6513223306,derek92@college.edu,100,AI
Jaclyn Farrell,ME,6,7152653736,jaclyn96@college.edu,68,AI
Justin Guerrero,ECE,9,9306755034,justin19@college.edu,50,IoT
Diane Johnson,CE,10,9604677249,diane54@college.edu,66,AI
Brandi Johnson,CE,8,7248207410,brandi67@college.edu,82,AI
Angela Brooks,CSE,10,7085476017,angela93@college.edu,77,AI
Jacqueline Harper,ME,6,6745634243,jacqueline23@college.edu,56,ML
John Montgomery,ME,6,9483744665,john59@college.edu,68,Cybersecurity
Jessica Hayes,ECE,10,8581903181,jessica41@college.edu,91,AI
Alexandra Adams,IT,9,8035323688,alexandra37@college.edu,69,IoT
Mr. James Paul III,IT,7,7886659691,mr.39@college.edu,62,ML
Nicholas Robinson,CE,8,8876838358,nicholas86@college.edu,51,ML
Jimmy Ford,ME,10,7843462587,jimmy16@college.edu,69,Data Science
Shannon Morrow,ECE,7,9493832936,shannon67@college.edu,53,ML
Michael Hodges,CSE,8,8763873807,michael39@college.edu,87,ML
James Burke,ME,6,7518588561,james62@college.edu,75,Cloud Computing
Billy Porter,ME,7,8171797934,billy23@college.edu,98,ML
Gina Beck,ECE,8,9887628044,gina95@college.edu,62,IoT
James Moore,CE,7,9643432655,james73@college.edu,75,AI
Kimberly Waters,IT,6,6684316371,kimberly10@college.edu,87,Cloud Computing
Joshua Anderson,IT,9,9658846078,joshua65@college.edu,60,IoT
Ryan Mitchell,CE,6,9627147553,ryan21@college.edu,100,Cloud Computing
James Torres,CSE,10,9237617646,james15@college.edu,80,ML
Timothy Russell,ME,9,7942593029,timothy13@college.edu,78,AI
Kimberly Young,IT,10,9945333833,kimberly70@college.edu,71,IoT
Latoya Combs,ECE,6,9045722063,latoya45@college.edu,87,Cybersecurity
Dr. John Brown,IT,7,6475888891,dr.54@college.edu,89,IoT
Thomas Smith,IT,10,7103147752,thomas70@college.edu,57,Data Science
Jacqueline Adams,ECE,9,7056227275,jacqueline80@college.edu,64,AI
Deborah Price,CSE,10,8721006904,deborah58@college.edu,99,Cloud Computing
Lindsay Lester,ECE,8,8943940743,lindsay27@college.edu,88,Data Science
Christine Butler,ME,8,8609473036,christine64@college.edu,87,Data Science
Raymond Boyd,IT,9,9620114724,raymond30@college.edu,89,IoT
Tiffany Clay,ME,7,9220336906,tiffany78@college.edu,89,AI
Michael Stevens,CE,9,9033319986,michael19@college.edu,91,AI
Nicolas Pierce,CE,8,7027807747,nicolas46@college.edu,50,IoT
Lauren Cruz,ECE,6,7121270033,lauren81@college.edu,96,IoT
Haley Washington,ME,7,8110720123,haley38@college.edu,76,AI
Tommy Bush,ME,8,9128646534,tommy62@college.edu,74,Cloud Computing
Brian Case,IT,10,8612332796,brian74@college.edu,57,ML
Michael Richards,IT,8,7337900325,michael82@college.edu,77,ML
Christopher Turner,ECE,9,6359962380,christopher81@college.edu,54,IoT
Michael Vasquez,CE,7,7407023487,michael91@college.edu,65,IoT
Adam Howard,ME,7,6166820556,adam72@college.edu,94,AI
Maureen Erickson,CE,6,8321647458,maureen21@college.edu,85,Cybersecurity
Tyler Diaz,CE,6,6347052130,tyler82@college.edu,55,IoT
Jason Cortez,ME,6,6925566847,jason46@college.edu,57,Cloud Computing
Jessica Robinson,CE,8,9034531317,jessica49@college.edu,74,IoT
Victoria Morris,IT,6,6358422899,victoria58@college.edu,65,ML
Steven Kennedy,CSE,7,8218032290,steven49@college.edu,65,Data Science
Debra Villanueva,CSE,7,9079357170,debra99@college.edu,66,AI
Caitlin Day,ECE,10,6284873598,caitlin42@college.edu,68,Data Science
Crystal Williams,ECE,7,6676711558,crystal21@college.edu,82,AI
Ashley Mendoza,CE,9,8332691606,ashley80@college.edu,79,Cloud Computing
Mrs. Susan Levine MD,CSE,9,9888736368,mrs.22@college.edu,76,Cybersecurity
Alexander Cook,CSE,8,6750274387,alexander71@college.edu,88,IoT
Ruth Moore,ME,7,9724768501,ruth83@college.edu,73,Data Science
Nicole Goodman,ME,9,8950077007,nicole18@college.edu,84,IoT
Andrew Lamb,CSE,8,8126302117,andrew88@college.edu,88,IoT
Bonnie Schultz,CSE,10,9750887339,bonnie13@college.edu,64,ML
Deborah Hardy,CE,10,6687341126,deborah44@college.edu,84,Cybersecurity
Edward Holloway,ME,9,8137211023,edward89@college.edu,57,Cybersecurity
Paula Smith,IT,10,8449201523,paula55@college.edu,70,Data Science
Phillip Gonzalez,CE,7,9620857211,phillip72@college.edu,53,Cloud Computing
Charles Parker,CSE,6,9963527234,charles95@college.edu,87,IoT
Alice Williamson,CE,10,6709905505,alice95@college.edu,85,Data Science
Glenn Hale,CE,6,9270671841,glenn48@college.edu,64,Cybersecurity
Donna Anderson,CSE,10,7274412676,donna17@college.edu,93,Data Science
Jacob Brown,ME,6,7690200027,jacob71@college.edu,89,Cloud Computing
Gina Hobbs MD,IT,9,8101257031,gina44@college.edu,52,IoT
Christopher Acosta,ME,8,9424538783,christopher72@college.edu,99,AI
Michael Butler,ECE,8,9248052445,michael63@college.edu,76,IoT
Diana Williams,CE,7,8668997693,diana39@college.edu,60,AI
Kimberly Lewis,ME,9,7583722980,kimberly78@college.edu,52,Data Science
Kelly Burke,CSE,8,7428593234,kelly15@college.edu,99,Cloud Computing
Cory Alexander,ME,8,8767355677,cory38@college.edu,95,AI
Cheyenne Vega,CSE,6,6496479926,cheyenne60@college.edu,77,AI
Amy Miller,ECE,7,8909630349,amy80@college.edu,55,IoT
Jason Brown,ME,8,6243014202,jason22@college.edu,62,Cybersecurity
Beth Skinner,ME,6,6826065699,beth52@college.edu,91,Data Science
Rebecca Parker,CSE,6,7163333230,rebecca75@college.edu,72,Data Science
Matthew Stone,ME,9,8452577293,matthew71@college.edu,81,ML
Kelly Long,ECE,9,8800938927,kelly94@college.edu,57,Data Science
Jessica Huff,CE,7,8596165889,jessica20@college.edu,54,IoT
Erica Cook,IT,9,8315263936,erica93@college.edu,84,Cybersecurity
Jenna Munoz,ECE,9,6125769896,jenna43@college.edu,89,ML
Michael Green,CE,9,6641195702,michael34@college.edu,56,Cybersecurity
Jennifer Anderson,ECE,8,9719235843,jennifer17@college.edu,87,AI
David Martin,CSE,8,9237580405,david53@college.edu,90,Cloud Computing
Kenneth Gallegos,ME,9,7523463852,kenneth33@college.edu,85,Cloud Computing
Dustin Glenn,CSE,6,8668670569,dustin85@college.edu,60,Cybersecurity
Timothy Rodriguez,IT,10,9473348365,timothy10@college.edu,62,AI
Candice Ballard,ECE,6,7389961896,candice69@college.edu,59,ML
Christopher Davis,ME,8,8899192106,christopher78@college.edu,94,AI
Heidi Mcdonald,IT,9,8022521505,heidi31@college.edu,81,Data Science
Kimberly Moyer,ECE,10,8878088596,kimberly64@college.edu,73,Cybersecurity
Vincent Mendoza,ME,6,9143163272,vincent94@college.edu,76,Cloud Computing
Pamela Neal,CE,10,6234775371,pamela77@college.edu,61,Cybersecurity
Cody Riggs,CSE,6,8069109613,cody92@college.edu,98,AI
Craig Hall,CSE,7,6593058524,craig16@college.edu,51,Data Science
Jeffery Williams,ECE,6,6856251197,jeffery16@college.edu,55,AI
Michael Mitchell,ME,10,9548000516,michael48@college.edu,81,IoT
Patrick Hughes,IT,10,6168742788,patrick25@college.edu,66,ML
Justin Moore,ME,6,6770094909,justin74@college.edu,77,Cloud Computing
Elizabeth Williams,CSE,10,7797530585,elizabeth53@college.edu,60,IoT
Linda Hernandez,ME,10,9345108266,linda54@college.edu,53,Cloud Computing
Alexander Payne,CE,8,8951275156,alexander57@college.edu,58,Data Science
Frank Matthews,ECE,10,8650007979,frank11@college.edu,53,AI
Nicholas Henderson,ME,6,7240553559,nicholas39@college.edu,77,ML
Matthew Owens,ME,9,6245734540,matthew41@college.edu,68,IoT
Jason Hudson,ME,9,8332738715,jason81@college.edu,61,ML
Garrett Mendoza,ECE,6,9522090670,garrett13@college.edu,99,ML
Rebecca Hebert,CE,8,7142462720,rebecca26@college.edu,98,ML
Tasha Hill,CE,10,8187835755,tasha63@college.edu,74,Cybersecurity
Lauren Conrad,IT,8,8490049993,lauren96@college.edu,89,Cybersecurity
Sara Stone,CSE,9,8496236349,sara79@college.edu,82,Cloud Computing
Nicholas Davis,ME,7,6341170211,nicholas31@college.edu,98,Cloud Computing
Scott Barnett,ME,7,7713745648,scott39@college.edu,94,Data Science
Alexandra Salazar,ME,7,6318389091,alexandra62@college.edu,76,ML
Terry Brown,ECE,10,6827031346,terry44@college.edu,80,IoT
Christy Vargas,CE,6,9194129904,christy25@college.edu,97,Data Science
Greg Jacobson,ECE,8,8561249748,greg12@college.edu,72,Cloud Computing
Robert Meyer,CE,6,7269173009,robert35@college.edu,93,Cloud Computing
Lucas Oliver,ECE,10,8066701134,lucas59@college.edu,88,IoT
Samuel Harris,IT,6,9224835905,samuel81@college.edu,60,ML
Timothy Bush,CE,6,7071582170,timothy28@college.edu,68,ML
Rebecca Compton,ECE,10,9679845351,rebecca20@college.edu,86,Data Science
Scott Mcdaniel,ME,10,9084147743,scott86@college.edu,72,ML
Lisa Sanchez,CSE,8,8536903937,lisa97@college.edu,56,ML
Bethany Gibson,IT,7,8162165774,bethany26@college.edu,57,Cloud Computing
Megan Jackson,IT,10,7478968518,megan14@college.edu,53,ML
Danielle Moore,CE,6,6856745606,danielle32@college.edu,89,IoT
Madison Nguyen,ECE,8,7307713287,madison11@college.edu,97,IoT
Carol Lopez,IT,6,6471736202,carol18@college.edu,83,Data Science
Brian Webster,ECE,10,7655505953,brian11@college.edu,66,IoT
Laura Montgomery,ECE,10,9825892165,laura12@college.edu,98,Cybersecurity
Andrew Freeman,CE,6,6992339357,andrew20@college.edu,50,Cloud Computing
Bob Nguyen,CE,7,7217510620,bob43@college.edu,98,ML
Anita Garcia,ME,7,9569088407,anita44@college.edu,95,IoT
Jeffrey Garcia,CE,8,7489624551,jeffrey22@college.edu,100,Data Science
Pamela Morgan,ECE,8,7644008444,pamela31@college.edu,54,ML
Pamela Barrett,IT,9,9809360998,pamela49@college.edu,63,Data Science
Amber Cooper,CE,9,7223617819,amber23@college.edu,88,Cybersecurity
Sue Lopez,CSE,10,8601410100,sue18@college.edu,96,Cloud Computing
Samantha Solis,CE,7,9200476527,samantha22@college.edu,56,AI
Courtney Jones,ECE,6,8095946559,courtney47@college.edu,85,Cybersecurity
Susan Owens,ME,7,6608262610,susan83@college.edu,71,Cloud Computing
Jack Perry,CE,8,6927179223,jack52@college.edu,93,Cloud Computing
Carly Rivera,ME,7,8548738693,carly15@college.edu,80,Cloud Computing
Travis Padilla,ME,9,9416503946,travis44@college.edu,71,Cloud Computing
Randall Roberson,ECE,7,9513738279,randall34@college.edu,91,Cloud Computing
Ian Jordan,CE,9,6403493948,ian13@college.edu,52,ML
Stephanie Hernandez,IT,7,7748308685,stephanie68@college.edu,79,ML
Alyssa Costa,ECE,8,8033493725,alyssa68@college.edu,88,ML
Anthony Griffin,CSE,8,7046911508,anthony19@college.edu,82,IoT
Matthew Hunt,ECE,10,7307433753,matthew40@college.edu,72,Data Science
William Fernandez,CE,7,9431364647,william95@college.edu,62,ML
Michael Conner,IT,8,6236799026,michael91@college.edu,91,Cybersecurity
Debra Casey,IT,8,6471958498,debra21@college.edu,99,Data Science
Joseph Wilkins,CSE,10,8706221479,joseph55@college.edu,52,IoT
Allison Russell,IT,6,9622644167,allison56@college.edu,66,Cloud Computing
Mark Marshall,CSE,9,6818349686,mark68@college.edu,84,Cloud Computing
Richard Middleton,ECE,10,9075992403,richard86@college.edu,83,ML
Austin Hoover,IT,9,8677372175,austin53@college.edu,97,Data Science
Carlos Mendez,ME,10,8918246361,carlos60@college.edu,80,Data Science
Mark Williams,IT,6,8207228325,mark85@college.edu,80,Data Science
Jerome Griffin,IT,7,6090104214,jerome43@college.edu,66,Data Science
David George,ECE,8,9929021569,david58@college.edu,65,Cybersecurity
Samuel Morris,ECE,6,6671968162,samuel29@college.edu,76,ML
Todd Best,IT,7,7471314164,todd89@college.edu,85,AI
Angela Lee,CSE,7,7688131421,angela47@college.edu,80,Cybersecurity
Mario Murphy,ME,9,8424080871,mario84@college.edu,57,AI
Philip Schwartz,CSE,10,8904768103,philip74@college.edu,66,ML
Brandon Cook,IT,7,7571617141,brandon26@college.edu,88,Data Science
Kenneth Chang,IT,9,9265412853,kenneth94@college.edu,71,ML
Stanley Kemp,CSE,6,9065883839,stanley75@college.edu,79,IoT
Lauren Colon,IT,9,8363235879,lauren79@college.edu,67,Cybersecurity
James Schultz,ME,10,9026789486,james75@college.edu,80,Cybersecurity
Tonya Kelley,IT,9,8003220489,tonya83@college.edu,73,IoT
Susan Yang,ECE,9,8596342224,susan43@college.edu,52,AI
David Baldwin,IT,7,6966316821,david25@college.edu,99,IoT
Jennifer Washington,IT,8,9649781101,jennifer11@college.edu,81,Cloud Computing
Antonio Martin,CSE,10,7092802165,antonio78@college.edu,88,IoT
Larry Robles,IT,8,7851644552,larry37@college.edu,56,AI
Kim Bailey,CE,7,7483141079,kim44@college.edu,87,Data Science
Nicole Walters,IT,9,6408651163,nicole81@college.edu,92,Cybersecurity
Jasmine Nguyen,ECE,8,6898552531,jasmine18@college.edu,83,ML
Eric Craig,CE,10,8282763300,eric23@college.edu,77,IoT
Nichole Haynes,CE,10,6851175662,nichole83@college.edu,54,Data Science
Valerie Reyes,ECE,7,6025614839,valerie65@college.edu,79,IoT
Kelly Richardson,ECE,10,6015569402,kelly31@college.edu,76,Cybersecurity
Krystal Aguilar,ECE,9,6725289903,krystal43@college.edu,87,Cybersecurity
Summer Jefferson,ECE,10,8062796530,summer54@college.edu,93,Cybersecurity
Barbara Boyd,IT,10,9130759727,barbara84@college.edu,55,IoT
Tonya Obrien,ECE,9,6023927577,tonya69@college.edu,68,Data Science
Stephen Burns,CSE,6,7458970757,stephen70@college.edu,51,AI
Keith Bean,CE,10,7300875968,keith95@college.edu,98,Cloud Computing
Brian Santos,ME,8,7123852825,brian39@college.edu,97,IoT
Eric Stephenson,ECE,8,7169470319,eric78@college.edu,73,IoT
Daniel Kaiser,IT,9,7465607957,daniel82@college.edu,79,Cloud Computing
Karina Scott,CSE,6,7396367071,karina30@college.edu,72,ML
Ronald Carlson,ECE,7,8810109594,ronald90@college.edu,72,IoT
Bryce Mcconnell,CSE,6,7361401087,bryce48@college.edu,77,AI
Aaron Shaw,CE,7,7182119001,aaron43@college.edu,91,ML
Mary Stewart,CE,7,7840090433,mary26@college.edu,54,ML
Tiffany Lawrence,IT,10,9682689722,tiffany71@college.edu,100,Cybersecurity
Jennifer Woods,CE,10,7784878067,jennifer68@college.edu,81,ML
Erika Griffin,IT,8,6496181122,erika79@college.edu,80,Cloud Computing
Becky Johnson,ME,7,7390770395,becky83@college.edu,71,Cybersecurity
Christina Anderson,IT,6,9858720949,christina40@college.edu,68,IoT
Nicole Morgan,CE,6,7567336903,nicole30@college.edu,75,IoT
Allison Martin,ME,9,6301875672,allison30@college.edu,60,AI
Alyssa Martinez,ME,7,7621230193,alyssa48@college.edu,54,Data Science
Beth Martinez,ECE,10,7275068802,beth72@college.edu,87,Cybersecurity
